feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
68,0.0,0.0,0.0,0.0,0.0,0.0,53.799999999999955,37.44999999999999,16.349999999999966,71.92000000000007,53.49000000000001,18.430000000000064
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900000000000091,0.4900000000000091
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
75,0.0,0.0,0.0,0.0,0.0,0.0,37.799999999999955,70.44999999999999,32.650000000000034,69.96000000000004,88.0,18.039999999999964
76,0.0,0.0,0.0,20.0,0.0,20.0,84.0,74.44999999999999,9.550000000000011,96.0,83.0,13.0
77,0.0,0.0,0.0,0.0,0.0,0.0,60.0,48.0,12.0,80.0,62.0,18.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,29.960000000000036,44.0,14.039999999999964
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,44.0,44.0
80,0.0,0.0,0.0,8.0,0.0,8.0,52.0,40.44999999999999,11.550000000000011,65.96000000000004,51.960000000000036,14.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900000000000091,0.4900000000000091
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
87,0.0,0.0,0.0,0.0,0.0,0.0,72.0,83.0,11.0,97.80000000000018,120.37000000000012,22.569999999999936
88,0.0,0.0,0.0,0.0,3.0,3.0,40.0,53.0,13.0,65.96000000000004,153.33000000000015,87.37000000000012
89,0.0,0.0,0.0,0.0,0.0,0.0,68.0,58.44999999999999,9.550000000000011,83.92000000000007,66.49000000000001,17.430000000000064
90,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.89999999999998,1.8999999999999773,57.960000000000036,78.98000000000002,21.019999999999982
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
92,0.0,0.0,0.0,0.0,3.0,3.0,69.79999999999995,95.0,25.200000000000045,88.0,116.0,28.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900000000000091,1.0,0.5099999999999909
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,62.0,88.0,47.430000000000064,40.569999999999936
100,0.0,0.0,0.0,0.0,5.550000000000001,5.550000000000001,52.0,53.0,1.0,60.0,124.27000000000021,64.27000000000021
101,0.0,0.0,0.0,0.0,0.0,0.0,64.0,58.44999999999999,5.550000000000011,87.92000000000007,78.47000000000003,9.450000000000045
102,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,19.0,44.0,42.49000000000001,1.509999999999991
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0
104,0.0,0.0,0.0,0.0,8.0,8.0,40.0,46.89999999999998,6.899999999999977,77.96000000000004,90.96000000000004,13.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,21.799999999999955,10.899999999999977,10.899999999999977,85.96000000000004,90.49000000000001,4.529999999999973
112,0.0,1.5099999999999998,1.5099999999999998,20.0,30.0,10.0,60.0,68.0,8.0,73.96000000000004,108.0,34.039999999999964
113,0.0,3.51,3.51,12.400000000000006,24.0,11.599999999999994,60.0,67.44999999999999,7.449999999999989,97.96000000000004,98.92000000000007,0.9600000000000364
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,20.0,76.0,56.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,36.0,36.0
116,0.0,0.0,0.0,12.0,13.0,1.0,44.0,48.0,4.0,52.0,70.98000000000002,18.980000000000018
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900000000000091,1.0,0.5099999999999909
123,0.0,0.0,0.0,0.0,0.0,0.0,21.799999999999955,23.44999999999999,1.650000000000034,77.96000000000004,88.0,10.039999999999964
124,0.0,33.0,33.0,32.0,38.55,6.549999999999997,60.0,66.0,6.0,79.92000000000007,86.0,6.079999999999927
125,0.0,0.0,0.0,16.0,17.0,1.0,68.0,74.0,6.0,97.96000000000004,118.49000000000001,20.529999999999973
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,17.960000000000036,24.0,6.039999999999964
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.199999999999818,7.199999999999818,0.0,40.0,40.0
128,0.0,0.0,0.0,20.0,18.0,2.0,44.0,39.0,5.0,48.0,43.0,5.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,4.0,33.960000000000036,80.0,46.039999999999964
136,24.0,16.04,7.960000000000001,36.0,28.0,8.0,60.0,54.0,6.0,101.88000000000011,83.21000000000026,18.669999999999845
137,0.0,0.0,0.0,0.0,15.100000000000001,15.100000000000001,64.0,80.0,16.0,77.96000000000004,117.49000000000001,39.52999999999997
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.8400000000001455,60.0,52.159999999999854
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,16.0,0.0,16.0,20.0,17.0,3.0,48.0,41.0,7.0,68.0,48.49000000000001,19.50999999999999
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
147,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,2.0,32.0,30.0,2.0
148,26.04,9.549999999999999,16.490000000000002,36.0,31.55,4.449999999999999,76.0,84.0,8.0,120.0,133.0,13.0
149,0.0,0.0,0.0,0.0,0.0,0.0,60.0,57.44999999999999,2.5500000000000114,72.0,71.0,1.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,16.0,18.0,2.0,20.0,21.0,1.0,48.0,51.0,3.0,61.960000000000036,85.0,23.039999999999964
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900000000000091,1.0,0.5099999999999909
159,-1.598,-5.331,3.7330000000000005,-1.0,-1.69,0.69,0.4,0.3,0.10000000000000003,0.949000000000001,0.8,0.1490000000000009
160,-2.049,-1.947,0.10199999999999987,-0.9,-0.6,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
161,1.3,0.0,1.3,2.3,0.3,1.9999999999999998,10.924999999999994,9.344999999999999,1.5799999999999947,14.649000000000001,11.788000000000011,2.86099999999999
162,-6.349,-2.949,3.4000000000000004,-3.5,-2.2,1.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,-0.3,-0.1,0.19999999999999998,0.11000000000000015,0.4,0.28999999999999987,1.2,1.6,0.40000000000000013,1.5,1.7,0.19999999999999996
166,-2.149,-3.149,1.0,-1.3,-1.9,0.5999999999999999,2.6,3.1,0.5,3.1,3.7,0.6000000000000001
167,-10.794,-32.243,21.449,-1.2449999999999999,-14.825,13.58,34.059999999999995,21.679999999999996,12.379999999999999,49.16800000000003,36.46600000000003,12.701999999999998
168,-10.033,-18.235,8.202,0.7100000000000002,-11.245,11.955,42.245,37.089999999999996,5.155000000000001,62.42100000000003,45.44100000000001,16.980000000000018
169,-1.6,-1.3980000000000001,0.20199999999999996,-1.0,-0.8,0.19999999999999996,0.7,1.2,0.5,1.0980000000000019,1.7,0.6019999999999981
170,-2.7,-1.6,1.1,-1.3,-1.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
171,0.751,1.255,0.5039999999999999,2.3,3.6,1.3000000000000003,13.789999999999997,18.845,5.0550000000000015,17.349,19.2,1.850999999999999
172,-7.296,-10.192,2.896,-4.5,-6.1,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6490000000000009,0.4,0.2490000000000009
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,-0.7,0.351,1.051,0.0,0.6,0.6,1.8,2.444999999999999,0.6449999999999989,2.1,3.4,1.2999999999999998
176,-1.9960000000000002,-4.349,2.3529999999999998,-1.2,-3.8,2.5999999999999996,3.4,2.3,1.1,4.3,2.8490000000000006,1.4509999999999992
177,-17.733,-5.292000000000001,12.440999999999999,-4.2,3.5200000000000005,7.720000000000001,43.335,59.384999999999984,16.049999999999983,56.0,64.6,8.599999999999994
178,-13.674000000000001,-2.6820000000000004,10.992,-0.18999999999999984,15.055,15.245,59.4,84.90499999999999,25.50499999999999,76.747,87.1,10.352999999999994
179,-1.249,-1.0,0.2490000000000001,-0.7,-0.6,0.09999999999999998,0.9,1.2,0.29999999999999993,1.5,1.7,0.19999999999999996
180,-9.437000000000001,-7.598,1.8390000000000013,-4.945,-3.145,1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,10.2,7.789999999999998,2.410000000000001,14.592000000000008,15.59000000000001,0.9980000000000029
182,-12.349,-7.792,4.557,-7.6899999999999995,-5.0,2.6899999999999995,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.7899999999999977,0.1,0.6899999999999977,3.398000000000002,1.2960000000000036,2.1019999999999985
184,-0.34300000000000014,-1.5490000000000002,1.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,-1.0490000000000002,-0.7,0.3490000000000002,-0.6449999999999999,-0.2,0.4449999999999999,1.2,1.6,0.40000000000000013,1.5,1.949000000000001,0.44900000000000095
186,-1.8,-1.449,0.351,-1.2,-0.945,0.255,2.044999999999999,3.2,1.1550000000000011,3.649000000000001,7.1,3.4509999999999987
187,-45.333,-56.21300000000001,10.88000000000001,-24.145,-38.67,14.525000000000002,29.379999999999995,16.234999999999996,13.145,43.107000000000035,30.652000000000044,12.454999999999991
188,-32.049,-45.39,13.341000000000001,-20.48,-32.545,12.065000000000001,35.635,35.50499999999999,0.13000000000000966,54.17600000000002,49.94100000000001,4.235000000000014
189,-0.9490000000000001,-1.9,0.9509999999999998,-0.5,-1.4449999999999998,0.9449999999999998,0.9,0.4,0.5,1.449000000000001,0.7,0.749000000000001
190,-12.749,-9.798,2.9510000000000005,-9.645,-8.1,1.545,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,2.844999999999999,3.7,0.8550000000000013,4.2490000000000006,11.294000000000006,7.045000000000005
192,-11.194,-9.347,1.8470000000000013,-8.19,-5.734999999999999,2.455,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.8449999999999989,0.0,0.8449999999999989,2.4,1.2980000000000018,1.101999999999998
194,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,-1.6,-1.449,0.15100000000000002,-1.3,-1.2,0.10000000000000009,0.0,0.4,0.4,0.4,0.9,0.5
196,-3.4,-3.9,0.5,-2.7,-3.6,0.8999999999999999,1.0449999999999988,0.24499999999999886,0.7999999999999999,1.749000000000001,1.0,0.749000000000001
197,-44.521,-30.947000000000003,13.573999999999998,-35.245,-20.19,15.054999999999996,-1.7,8.9,10.6,5.141000000000008,14.896000000000003,9.754999999999995
198,-57.841,-81.833,23.991999999999997,-44.754999999999995,-64.5,19.745000000000005,-4.255000000000001,-9.730000000000008,5.475000000000007,7.294000000000005,0.3780000000000201,6.915999999999984
199,-1.449,-2.692,1.243,-0.9,-1.3,0.4,0.5,0.34499999999999886,0.15500000000000114,0.9980000000000019,0.849000000000001,0.1490000000000009
200,-4.343,-3.896,0.44700000000000006,-2.5,-1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.7550000000000001,0.7550000000000001,9.044999999999998,14.234999999999996,5.189999999999998,12.498000000000001,15.6,3.1019999999999985
202,-9.296,-9.449,0.15300000000000047,-5.145,-4.7,0.4449999999999994,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949000000000001,1.9960000000000038,1.0470000000000028
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,-0.649,-0.5,0.14900000000000002,-0.5,-0.3,0.2,0.7449999999999989,1.0,0.2550000000000011,1.0,1.1,0.10000000000000009
206,-2.149,-1.149,1.0,-1.2449999999999999,-0.5,0.7449999999999999,1.5,2.2,0.7000000000000002,1.949000000000001,4.494000000000005,2.5450000000000044
207,-24.892,-38.7,13.808000000000003,-12.334999999999999,-37.71,25.375,27.724999999999994,17.9,9.824999999999996,37.592000000000006,30.989000000000058,6.602999999999948
208,-19.688000000000002,-34.198,14.509999999999998,-12.545,-22.5,9.955,27.789999999999996,29.5,1.7100000000000044,38.54100000000001,42.247,3.705999999999989
209,-1.3,-1.0,0.30000000000000004,-0.7,-0.7,0.0,0.7,0.7,0.0,1.1,1.398000000000002,0.2980000000000018
210,-4.749,-3.9,0.8489999999999998,-2.045,-1.3,0.7449999999999999,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.45500000000000007,0.8550000000000001,0.4,11.734999999999996,18.944999999999997,7.210000000000001,15.998000000000003,19.9,3.9019999999999957
212,-9.8,-5.788,4.0120000000000005,-5.445,-3.4,2.0450000000000004,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1470000000000027,0.04900000000000091,1.0980000000000019
214,0.0,-3.245,3.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,-0.798,-1.298,0.5,-0.2,-0.7449999999999999,0.5449999999999999,1.4,1.4,0.0,1.8,1.7,0.10000000000000009
216,-1.449,-1.6980000000000002,0.2490000000000001,-0.7449999999999999,-0.6,0.1449999999999999,2.6,3.8,1.1999999999999997,3.3,7.0,3.7
217,-31.172,-42.674,11.501999999999999,-12.125,-22.59,10.465,34.18499999999999,32.52499999999999,1.6599999999999966,44.394000000000005,48.182000000000016,3.788000000000011
218,-17.576,-7.349,10.227,-7.1899999999999995,5.6850000000000005,12.875,46.50499999999999,69.1,22.595000000000006,61.68000000000002,69.1,7.419999999999973
219,-1.4,-1.8920000000000001,0.4920000000000002,-0.1,-0.2,0.1,1.7,2.7,1.0000000000000002,3.8,16.6,12.8
220,-13.844999999999999,-17.129,3.2840000000000025,-8.89,-8.424999999999999,0.46500000000000163,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.3,0.3,4.3,7.204999999999968,2.9049999999999683,10.098,24.247000000000003,14.149000000000003
222,-21.131,-15.849,5.282,-14.6,-9.545,5.055,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,1.5,7.235000000000014,16.4,9.164999999999985
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,-1.798,-2.596,0.798,-1.2,-1.6,0.40000000000000013,0.5,0.2,0.3,1.0,0.5490000000000009,0.45099999999999907
